Name,Type,Rarity,Balance,Category,Min Parts,Max Parts,Weight,Part,Dependencies,Excluders
Axe_BodySpray,,Named Melee Weapon,Balance_M_Axe_BodySpray,BODY,1,1,1,Part_M_Axe_Blade_BodySpray,,
Axe_BodySpray,,Named Melee Weapon,Balance_M_Axe_BodySpray,BLADE,3,3,1,Part_M_Axe_Blade_02_A,,"Part_M_Axe_Blade_01, Part_M_Axe_Blade_03"
Axe_BodySpray,,Named Melee Weapon,Balance_M_Axe_BodySpray,BLADE,3,3,1,Part_M_Axe_Blade_01_B,,"Part_M_Axe_Blade_02, Part_M_Axe_Blade_03"
Axe_BodySpray,,Named Melee Weapon,Balance_M_Axe_BodySpray,HILT,1,1,1,Part_M_Axe_Hilt_02,,
Axe_BodySpray,,Named Melee Weapon,Balance_M_Axe_BodySpray,HILT MOD,1,1,1,Part_M_Axe_HiltMod_05_Mission,,
Axe_BodySpray,,Named Melee Weapon,Balance_M_Axe_BodySpray,RARITY,1,1,1,Part_M_Axe_03_Rare,,
Axe_FirstMelee,,Named Melee Weapon,Balance_M_Axe_FirstMelee,BODY,1,1,1,Part_M_Axe_Blade_02,,
Axe_FirstMelee,,Named Melee Weapon,Balance_M_Axe_FirstMelee,HILT,1,1,1,Part_M_Axe_Hilt_01,,
Axe_FirstMelee,,Named Melee Weapon,Balance_M_Axe_FirstMelee,HILT MOD,1,1,1,Part_M_Axe_HiltMod_C_02,,
Axe_FirstMelee,,Named Melee Weapon,Balance_M_Axe_FirstMelee,RARITY,1,1,1,Part_M_Axe_01_Common,,
Axe_MiningPick,,Named Melee Weapon,Balance_M_Axe_MiningPick,BODY,1,1,1,Part_M_Axe_Blade_MiningPick,,
Axe_MiningPick,,Named Melee Weapon,Balance_M_Axe_MiningPick,ELEMENT,0,1,1,Part_M_Axe_Ele_Fire,,
Axe_MiningPick,,Named Melee Weapon,Balance_M_Axe_MiningPick,ELEMENT,0,1,1,Part_M_Axe_Ele_Cryo,,
Axe_MiningPick,,Named Melee Weapon,Balance_M_Axe_MiningPick,ELEMENT,0,1,1,Part_M_Axe_Ele_Dark,,
Axe_MiningPick,,Named Melee Weapon,Balance_M_Axe_MiningPick,ELEMENT,0,1,1,Part_M_Axe_Ele_Poison,,
Axe_MiningPick,,Named Melee Weapon,Balance_M_Axe_MiningPick,ELEMENT,0,1,1,Part_M_Axe_Ele_Shock,,
Axe_MiningPick,,Named Melee Weapon,Balance_M_Axe_MiningPick,BLADE,1,2,1,Part_M_Axe_Blade_01_A,,"Part_M_Axe_Blade_02, Part_M_Axe_Blade_03"
Axe_MiningPick,,Named Melee Weapon,Balance_M_Axe_MiningPick,BLADE,1,2,1,Part_M_Axe_Blade_01_B,,"Part_M_Axe_Blade_02, Part_M_Axe_Blade_03"
Axe_MiningPick,,Named Melee Weapon,Balance_M_Axe_MiningPick,BLADE,1,2,1,Part_M_Axe_Blade_02_B,,"Part_M_Axe_Blade_01, Part_M_Axe_Blade_03"
Axe_MiningPick,,Named Melee Weapon,Balance_M_Axe_MiningPick,BLADE,1,2,1,Part_M_Axe_Blade_02_A,,"Part_M_Axe_Blade_01, Part_M_Axe_Blade_03"
Axe_MiningPick,,Named Melee Weapon,Balance_M_Axe_MiningPick,BLADE,1,2,1,Part_M_Axe_Blade_03_B,,"Part_M_Axe_Blade_01, Part_M_Axe_Blade_02"
Axe_MiningPick,,Named Melee Weapon,Balance_M_Axe_MiningPick,BLADE,1,2,1,Part_M_Axe_Blade_03_A,,"Part_M_Axe_Blade_01, Part_M_Axe_Blade_02"
Axe_MiningPick,,Named Melee Weapon,Balance_M_Axe_MiningPick,HILT,1,1,1,Part_M_Axe_Hilt_01,,
Axe_MiningPick,,Named Melee Weapon,Balance_M_Axe_MiningPick,HILT,1,1,1,Part_M_Axe_Hilt_02,,
Axe_MiningPick,,Named Melee Weapon,Balance_M_Axe_MiningPick,HILT,1,1,1,Part_M_Axe_Hilt_03,,
Axe_MiningPick,,Named Melee Weapon,Balance_M_Axe_MiningPick,HILT MOD,1,1,1,Part_M_Axe_HiltMod_01,,
Axe_MiningPick,,Named Melee Weapon,Balance_M_Axe_MiningPick,HILT MOD,1,1,1,Part_M_Axe_HiltMod_02,,
Axe_MiningPick,,Named Melee Weapon,Balance_M_Axe_MiningPick,HILT MOD,1,1,1,Part_M_Axe_HiltMod_03,,
Axe_MiningPick,,Named Melee Weapon,Balance_M_Axe_MiningPick,HILT MOD,1,1,1,Part_M_Axe_HiltMod_04,,
Axe_MiningPick,,Named Melee Weapon,Balance_M_Axe_MiningPick,HILT MOD,1,1,1,Part_M_Axe_HiltMod_05,,
Axe_MiningPick,,Named Melee Weapon,Balance_M_Axe_MiningPick,HILT MOD,1,1,1,Part_M_Axe_HiltMod_06,,
Axe_MiningPick,,Named Melee Weapon,Balance_M_Axe_MiningPick,HILT MOD,1,1,1,Part_M_Axe_HiltMod_07,,
Axe_MiningPick,,Named Melee Weapon,Balance_M_Axe_MiningPick,HILT MOD,1,1,1,Part_M_Axe_HiltMod_08,"Part_M_Axe_Ele_Cryo, Part_M_Axe_Ele_Dark, Part_M_Axe_Ele_Fire, Part_M_Axe_Ele_Poison, Part_M_Axe_Ele_Shock",
Axe_MiningPick,,Named Melee Weapon,Balance_M_Axe_MiningPick,RARITY,1,1,1,Part_M_Axe_05_Legendary,,
Axe_SmithCharade_MissionWeapon,,Named Melee Weapon,Balance_M_Axe_SmithCharade_MissionWeapon,BODY,1,1,1,Part_M_Axe_SmithCharade_MissionWeapon,,
Axe_SmithCharade_MissionWeapon,,Named Melee Weapon,Balance_M_Axe_SmithCharade_MissionWeapon,HILT,1,1,1,Part_M_Axe_Hilt_01,,
Axe_SmithCharade_MissionWeapon,,Named Melee Weapon,Balance_M_Axe_SmithCharade_MissionWeapon,RARITY,1,1,1,Part_M_Axe_03_Rare,,
Axe_SmithCharade_Reward,,Named Melee Weapon,Balance_M_Axe_SmithCharade_Reward,BODY,1,1,1,Part_M_Axe_SmithCharade_Reward,,
Axe_SmithCharade_Reward,,Named Melee Weapon,Balance_M_Axe_SmithCharade_Reward,ELEMENT,1,1,1,Part_M_Axe_Ele_Cryo,,
Axe_SmithCharade_Reward,,Named Melee Weapon,Balance_M_Axe_SmithCharade_Reward,BLADE,2,2,1,Part_M_Axe_Blade_03_A,,"Part_M_Axe_Blade_01, Part_M_Axe_Blade_02"
Axe_SmithCharade_Reward,,Named Melee Weapon,Balance_M_Axe_SmithCharade_Reward,BLADE,2,2,1,Part_M_Axe_Blade_03_B,,"Part_M_Axe_Blade_01, Part_M_Axe_Blade_02"
Axe_SmithCharade_Reward,,Named Melee Weapon,Balance_M_Axe_SmithCharade_Reward,HILT,1,1,1,Part_M_Axe_Hilt_01,,
Axe_SmithCharade_Reward,,Named Melee Weapon,Balance_M_Axe_SmithCharade_Reward,HILT MOD,1,1,1,Part_M_Axe_HiltMod_04_Mission,,
Axe_SmithCharade_Reward,,Named Melee Weapon,Balance_M_Axe_SmithCharade_Reward,RARITY,1,1,1,Part_M_Axe_03_Rare,,
Axe_SnakeStick,,Named Melee Weapon,Balance_M_Axe_SnakeStick,BODY,1,1,1,Part_M_Axe_Blade_SnakeStick,,
Axe_SnakeStick,,Named Melee Weapon,Balance_M_Axe_SnakeStick,ELEMENT,1,1,1,Part_M_Axe_Ele_Cryo,,
Axe_SnakeStick,,Named Melee Weapon,Balance_M_Axe_SnakeStick,ELEMENT,1,1,1,Part_M_Axe_Ele_Fire,,
Axe_SnakeStick,,Named Melee Weapon,Balance_M_Axe_SnakeStick,ELEMENT,1,1,1,Part_M_Axe_Ele_Poison,,
Axe_SnakeStick,,Named Melee Weapon,Balance_M_Axe_SnakeStick,ELEMENT,1,1,1,Part_M_Axe_Ele_Shock,,
Axe_SnakeStick,,Named Melee Weapon,Balance_M_Axe_SnakeStick,BLADE,1,2,1,Part_M_Axe_Blade_03_B,,"Part_M_Axe_Blade_01, Part_M_Axe_Blade_02"
Axe_SnakeStick,,Named Melee Weapon,Balance_M_Axe_SnakeStick,BLADE,1,2,1,Part_M_Axe_Blade_03_A,,"Part_M_Axe_Blade_01, Part_M_Axe_Blade_02"
Axe_SnakeStick,,Named Melee Weapon,Balance_M_Axe_SnakeStick,HILT,1,1,1,Part_M_Axe_Hilt_01,,
Axe_SnakeStick,,Named Melee Weapon,Balance_M_Axe_SnakeStick,HILT,1,1,1,Part_M_Axe_Hilt_02,,
Axe_SnakeStick,,Named Melee Weapon,Balance_M_Axe_SnakeStick,HILT,1,1,1,Part_M_Axe_Hilt_03,,
Axe_SnakeStick,,Named Melee Weapon,Balance_M_Axe_SnakeStick,HILT MOD,1,1,1,Part_M_Axe_HiltMod_01,,
Axe_SnakeStick,,Named Melee Weapon,Balance_M_Axe_SnakeStick,HILT MOD,1,1,1,Part_M_Axe_HiltMod_02,,
Axe_SnakeStick,,Named Melee Weapon,Balance_M_Axe_SnakeStick,HILT MOD,1,1,1,Part_M_Axe_HiltMod_03,,
Axe_SnakeStick,,Named Melee Weapon,Balance_M_Axe_SnakeStick,HILT MOD,1,1,1,Part_M_Axe_HiltMod_04,,
