Name,Type,Rarity,Balance,Category,Min Parts,Max Parts,Weight,Part,Dependencies,Excluders
ArcaneBolt,,Named Spell,/Game/Gear/SpellMods/_Unique/ArcaneBolt/Balance/Balance_Spell_ArcaneBolt,Body,1,1,1,/Game/Gear/SpellMods/_Shared/_Design/_Manufacturers/SpellManu1/Parts/Part_SM_Cast_Simple,,
ArcaneBolt,,Named Spell,/Game/Gear/SpellMods/_Unique/ArcaneBolt/Balance/Balance_Spell_ArcaneBolt,DELIVERY,1,1,1,/Game/Gear/SpellMods/_Unique/ArcaneBolt/Parts/Part_SM_ArcaneBolt,,
ArcaneBolt,,Named Spell,/Game/Gear/SpellMods/_Unique/ArcaneBolt/Balance/Balance_Spell_ArcaneBolt,SPELL ENHANCEMENT,2,3,1,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_CooldownRate_Unique,,
ArcaneBolt,,Named Spell,/Game/Gear/SpellMods/_Unique/ArcaneBolt/Balance/Balance_Spell_ArcaneBolt,SPELL ENHANCEMENT,2,3,0.7,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_CooldownRate_Unique,,
ArcaneBolt,,Named Spell,/Game/Gear/SpellMods/_Unique/ArcaneBolt/Balance/Balance_Spell_ArcaneBolt,SPELL ENHANCEMENT,2,3,0.5,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_CooldownRate_Unique,,
ArcaneBolt,,Named Spell,/Game/Gear/SpellMods/_Unique/ArcaneBolt/Balance/Balance_Spell_ArcaneBolt,SPELL ENHANCEMENT,2,3,1,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_CritChance_Unique,,
ArcaneBolt,,Named Spell,/Game/Gear/SpellMods/_Unique/ArcaneBolt/Balance/Balance_Spell_ArcaneBolt,SPELL ENHANCEMENT,2,3,0.7,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_CritChance_Unique,,
ArcaneBolt,,Named Spell,/Game/Gear/SpellMods/_Unique/ArcaneBolt/Balance/Balance_Spell_ArcaneBolt,SPELL ENHANCEMENT,2,3,0.5,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_CritChance_Unique,,
ArcaneBolt,,Named Spell,/Game/Gear/SpellMods/_Unique/ArcaneBolt/Balance/Balance_Spell_ArcaneBolt,SPELL ENHANCEMENT,2,3,1,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_CritDamage_Unique,,
ArcaneBolt,,Named Spell,/Game/Gear/SpellMods/_Unique/ArcaneBolt/Balance/Balance_Spell_ArcaneBolt,SPELL ENHANCEMENT,2,3,0.7,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_CritDamage_Unique,,
ArcaneBolt,,Named Spell,/Game/Gear/SpellMods/_Unique/ArcaneBolt/Balance/Balance_Spell_ArcaneBolt,SPELL ENHANCEMENT,2,3,0.5,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_CritDamage_Unique,,
ArcaneBolt,,Named Spell,/Game/Gear/SpellMods/_Unique/ArcaneBolt/Balance/Balance_Spell_ArcaneBolt,SPELL ENHANCEMENT,2,3,1,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_Radius_Unique,,
ArcaneBolt,,Named Spell,/Game/Gear/SpellMods/_Unique/ArcaneBolt/Balance/Balance_Spell_ArcaneBolt,SPELL ENHANCEMENT,2,3,0.7,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_Radius_Unique,,
ArcaneBolt,,Named Spell,/Game/Gear/SpellMods/_Unique/ArcaneBolt/Balance/Balance_Spell_ArcaneBolt,SPELL ENHANCEMENT,2,3,0.5,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_Radius_Unique,,
ArcaneBolt,,Named Spell,/Game/Gear/SpellMods/_Unique/ArcaneBolt/Balance/Balance_Spell_ArcaneBolt,SPELL ENHANCEMENT,2,3,1,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_SpellDamage_Unique,,
ArcaneBolt,,Named Spell,/Game/Gear/SpellMods/_Unique/ArcaneBolt/Balance/Balance_Spell_ArcaneBolt,SPELL ENHANCEMENT,2,3,0.7,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_SpellDamage_Unique,,
ArcaneBolt,,Named Spell,/Game/Gear/SpellMods/_Unique/ArcaneBolt/Balance/Balance_Spell_ArcaneBolt,SPELL ENHANCEMENT,2,3,0.5,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_SpellDamage_Unique,,
ArcaneBolt,,Named Spell,/Game/Gear/SpellMods/_Unique/ArcaneBolt/Balance/Balance_Spell_ArcaneBolt,SPELL ENHANCEMENT,2,3,1,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_StatusChance_Unique,,
ArcaneBolt,,Named Spell,/Game/Gear/SpellMods/_Unique/ArcaneBolt/Balance/Balance_Spell_ArcaneBolt,SPELL ENHANCEMENT,2,3,0.7,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_StatusChance_Unique,,
ArcaneBolt,,Named Spell,/Game/Gear/SpellMods/_Unique/ArcaneBolt/Balance/Balance_Spell_ArcaneBolt,SPELL ENHANCEMENT,2,3,0.5,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_StatusChance_Unique,,
ArcaneBolt,,Named Spell,/Game/Gear/SpellMods/_Unique/ArcaneBolt/Balance/Balance_Spell_ArcaneBolt,SPELL ENHANCEMENT,2,3,1,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_StatusDamage_Unique,,
ArcaneBolt,,Named Spell,/Game/Gear/SpellMods/_Unique/ArcaneBolt/Balance/Balance_Spell_ArcaneBolt,SPELL ENHANCEMENT,2,3,0.7,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_StatusDamage_Unique,,
ArcaneBolt,,Named Spell,/Game/Gear/SpellMods/_Unique/ArcaneBolt/Balance/Balance_Spell_ArcaneBolt,SPELL ENHANCEMENT,2,3,0.5,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_StatusDamage_Unique,,
ArcaneBolt,,Named Spell,/Game/Gear/SpellMods/_Unique/ArcaneBolt/Balance/Balance_Spell_ArcaneBolt,SPELL ENHANCEMENT,2,3,0.5,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_SpellCharges_Unique,,
ArcaneBolt,,Named Spell,/Game/Gear/SpellMods/_Unique/ArcaneBolt/Balance/Balance_Spell_ArcaneBolt,SPELL ENHANCEMENT,2,3,0.5,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_SpellCharges_Unique,,
ArcaneBolt,,Named Spell,/Game/Gear/SpellMods/_Unique/ArcaneBolt/Balance/Balance_Spell_ArcaneBolt,SPELL ENHANCEMENT,2,3,0.5,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_ExtraProjectiles_Unique,,
ArcaneBolt,,Named Spell,/Game/Gear/SpellMods/_Unique/ArcaneBolt/Balance/Balance_Spell_ArcaneBolt,ELEMENT,1,1,1,/Game/Gear/SpellMods/_Shared/_Design/Parts/Element/Part_SM_Element_Cold,,"/Game/Gear/SpellMods/ElementalHawk/_Shared/_Design/Parts/Delivery/Part_SM_ElementalHawk_Channel, /Game/Gear/SpellMods/ElementalHawk/_Shared/_Design/Parts/Delivery/Part_SM_ElementalHawk_Simple, /Game/Gear/SpellMods/Eruption/_Shared/_Design/Parts/Delivery/Part_SM_Eruption_Channel, /Game/Gear/SpellMods/Eruption/_Shared/_Design/Parts/Delivery/Part_SM_Eruption_Repeating, /Game/Gear/SpellMods/Eruption/_Shared/_Design/Parts/Delivery/Part_SM_Eruption_SelfCast, /Game/Gear/SpellMods/Eruption/_Shared/_Design/Parts/Delivery/Part_SM_Eruption_Simple, /Game/Gear/SpellMods/Fireball/_Shared/_Design/Parts/Delivery/Channel/Part_SM_Fireball_Channel, /Game/Gear/SpellMods/Fireball/_Shared/_Design/Parts/Delivery/Repeated/Part_SM_Fireball_Repeat, /Game/Gear/SpellMods/Fireball/_Shared/_Design/Parts/Delivery/Simple/Part_SM_Fireball_Simple, /Game/Gear/SpellMods/Fissure/_Shared/_Design/Parts/Delivery/SelfCast/Part_SM_Fissure_Self, /Game/Gear/SpellMods/LightningBlast/_Shared/_Design/Parts/Delivery/Part_SM_LightningBlast_Channel, /Game/Gear/SpellMods/LightningBlast/_Shared/_Design/Parts/Delivery/Part_SM_LightningBlast_Repeat, /Game/Gear/SpellMods/LightningBlast/_Shared/_Design/Parts/Delivery/Part_SM_LightningBlast_Simple"
ArcaneBolt,,Named Spell,/Game/Gear/SpellMods/_Unique/ArcaneBolt/Balance/Balance_Spell_ArcaneBolt,ELEMENT,1,1,1,/Game/Gear/SpellMods/_Shared/_Design/Parts/Element/Part_SM_Element_Dark,,"/Game/Gear/SpellMods/CircleOfProtection/_Shared/_Design/Parts/Delivery/Part_SM_CircleOfProtection_SelfCast, /Game/Gear/SpellMods/Fireball/_Shared/_Design/Parts/SpellMod/SpellMod_03/Part_SM_Fireball_Mod_03, /Game/Gear/SpellMods/Fireball/_Shared/_Design/Parts/SpellMod/SpellMod_05/Part_SM_Fireball_Mod_05_Fire, /Game/Gear/SpellMods/HydraSpell/_Shared/_Design/Parts/Delivery/Part_SM_Hydra_Simple, /Game/Gear/SpellMods/IceSpike/_Shared/_Design/Parts/Delivery/Part_SM_IceSpike_Repeat, /Game/Gear/SpellMods/IceSpike/_Shared/_Design/Parts/Delivery/Part_SM_IceSpike_Simple, /Game/Gear/SpellMods/LightningBlast/_Shared/_Design/Parts/Delivery/Part_SM_LightningBlast_Channel, /Game/Gear/SpellMods/LightningBlast/_Shared/_Design/Parts/Delivery/Part_SM_LightningBlast_Repeat, /Game/Gear/SpellMods/LightningBlast/_Shared/_Design/Parts/Delivery/Part_SM_LightningBlast_Simple"
ArcaneBolt,,Named Spell,/Game/Gear/SpellMods/_Unique/ArcaneBolt/Balance/Balance_Spell_ArcaneBolt,ELEMENT,1,1,1,/Game/Gear/SpellMods/_Shared/_Design/Parts/Element/Part_SM_Element_Shock,,"/Game/Gear/SpellMods/Eruption/_Shared/_Design/Parts/Delivery/Part_SM_Eruption_Channel, /Game/Gear/SpellMods/Eruption/_Shared/_Design/Parts/Delivery/Part_SM_Eruption_Repeating, /Game/Gear/SpellMods/Eruption/_Shared/_Design/Parts/Delivery/Part_SM_Eruption_SelfCast, /Game/Gear/SpellMods/Eruption/_Shared/_Design/Parts/Delivery/Part_SM_Eruption_Simple, /Game/Gear/SpellMods/Fireball/_Shared/_Design/Parts/Delivery/Channel/Part_SM_Fireball_Channel, /Game/Gear/SpellMods/Fireball/_Shared/_Design/Parts/Delivery/Repeated/Part_SM_Fireball_Repeat, /Game/Gear/SpellMods/Fireball/_Shared/_Design/Parts/Delivery/Simple/Part_SM_Fireball_Simple, /Game/Gear/SpellMods/Fissure/_Shared/_Design/Parts/Delivery/SelfCast/Part_SM_Fissure_Self, /Game/Gear/SpellMods/IceSpike/_Shared/_Design/Parts/Delivery/Part_SM_IceSpike_Repeat, /Game/Gear/SpellMods/IceSpike/_Shared/_Design/Parts/Delivery/Part_SM_IceSpike_Simple, /Game/Gear/SpellMods/Meteor/_Shared/_Design/Parts/Delivery/Simple/Part_SM_Meteor_Simple"
ArcaneBolt,,Named Spell,/Game/Gear/SpellMods/_Unique/ArcaneBolt/Balance/Balance_Spell_ArcaneBolt,RARITY,1,1,1,/Game/Gear/SpellMods/_Shared/_Design/Parts/Rarity/Part_SM_Rarity_05_Legendary,,
ArcaneBolt,,Named Spell,/Game/Gear/SpellMods/_Unique/ArcaneBolt/Balance/Balance_Spell_ArcaneBolt,MATERIAL,1,1,1,/Game/Gear/SpellMods/_Unique/ArcaneBolt/Parts/Part_SM_Material_ArcaneBolt,,
Barrelmaker,,Named Spell,/Game/Gear/SpellMods/_Unique/Barrelmaker/Balance/Balance_Spell_Barrelmaker,Body,1,1,1,/Game/Gear/SpellMods/_Shared/_Design/_Manufacturers/SpellManu2/Parts/Part_SM_Cast_Channel,,
Barrelmaker,,Named Spell,/Game/Gear/SpellMods/_Unique/Barrelmaker/Balance/Balance_Spell_Barrelmaker,DELIVERY,1,1,1,/Game/Gear/SpellMods/_Unique/Barrelmaker/Parts/Part_SM_Barrelmaker,,
Barrelmaker,,Named Spell,/Game/Gear/SpellMods/_Unique/Barrelmaker/Balance/Balance_Spell_Barrelmaker,SPELL ENHANCEMENT,2,3,1,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_CooldownRate_Unique,,
Barrelmaker,,Named Spell,/Game/Gear/SpellMods/_Unique/Barrelmaker/Balance/Balance_Spell_Barrelmaker,SPELL ENHANCEMENT,2,3,0.7,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_CooldownRate_Unique,,
Barrelmaker,,Named Spell,/Game/Gear/SpellMods/_Unique/Barrelmaker/Balance/Balance_Spell_Barrelmaker,SPELL ENHANCEMENT,2,3,0.5,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_CooldownRate_Unique,,
Barrelmaker,,Named Spell,/Game/Gear/SpellMods/_Unique/Barrelmaker/Balance/Balance_Spell_Barrelmaker,SPELL ENHANCEMENT,2,3,1,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_CritChance_Unique,,
Barrelmaker,,Named Spell,/Game/Gear/SpellMods/_Unique/Barrelmaker/Balance/Balance_Spell_Barrelmaker,SPELL ENHANCEMENT,2,3,0.7,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_CritChance_Unique,,
Barrelmaker,,Named Spell,/Game/Gear/SpellMods/_Unique/Barrelmaker/Balance/Balance_Spell_Barrelmaker,SPELL ENHANCEMENT,2,3,0.5,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_CritChance_Unique,,
Barrelmaker,,Named Spell,/Game/Gear/SpellMods/_Unique/Barrelmaker/Balance/Balance_Spell_Barrelmaker,SPELL ENHANCEMENT,2,3,1,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_CritDamage_Unique,,
Barrelmaker,,Named Spell,/Game/Gear/SpellMods/_Unique/Barrelmaker/Balance/Balance_Spell_Barrelmaker,SPELL ENHANCEMENT,2,3,0.7,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_CritDamage_Unique,,
Barrelmaker,,Named Spell,/Game/Gear/SpellMods/_Unique/Barrelmaker/Balance/Balance_Spell_Barrelmaker,SPELL ENHANCEMENT,2,3,0.5,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_CritDamage_Unique,,
Barrelmaker,,Named Spell,/Game/Gear/SpellMods/_Unique/Barrelmaker/Balance/Balance_Spell_Barrelmaker,SPELL ENHANCEMENT,2,3,1,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_Radius_Unique,,
Barrelmaker,,Named Spell,/Game/Gear/SpellMods/_Unique/Barrelmaker/Balance/Balance_Spell_Barrelmaker,SPELL ENHANCEMENT,2,3,0.7,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_Radius_Unique,,
Barrelmaker,,Named Spell,/Game/Gear/SpellMods/_Unique/Barrelmaker/Balance/Balance_Spell_Barrelmaker,SPELL ENHANCEMENT,2,3,0.5,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_Radius_Unique,,
Barrelmaker,,Named Spell,/Game/Gear/SpellMods/_Unique/Barrelmaker/Balance/Balance_Spell_Barrelmaker,SPELL ENHANCEMENT,2,3,1,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_SpellDamage_Unique,,
Barrelmaker,,Named Spell,/Game/Gear/SpellMods/_Unique/Barrelmaker/Balance/Balance_Spell_Barrelmaker,SPELL ENHANCEMENT,2,3,0.7,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_SpellDamage_Unique,,
Barrelmaker,,Named Spell,/Game/Gear/SpellMods/_Unique/Barrelmaker/Balance/Balance_Spell_Barrelmaker,SPELL ENHANCEMENT,2,3,0.5,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_SpellDamage_Unique,,
Barrelmaker,,Named Spell,/Game/Gear/SpellMods/_Unique/Barrelmaker/Balance/Balance_Spell_Barrelmaker,SPELL ENHANCEMENT,2,3,1,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_StatusChance_Unique,,
Barrelmaker,,Named Spell,/Game/Gear/SpellMods/_Unique/Barrelmaker/Balance/Balance_Spell_Barrelmaker,SPELL ENHANCEMENT,2,3,0.7,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_StatusChance_Unique,,
Barrelmaker,,Named Spell,/Game/Gear/SpellMods/_Unique/Barrelmaker/Balance/Balance_Spell_Barrelmaker,SPELL ENHANCEMENT,2,3,0.5,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_StatusChance_Unique,,
Barrelmaker,,Named Spell,/Game/Gear/SpellMods/_Unique/Barrelmaker/Balance/Balance_Spell_Barrelmaker,SPELL ENHANCEMENT,2,3,1,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_StatusDamage_Unique,,
Barrelmaker,,Named Spell,/Game/Gear/SpellMods/_Unique/Barrelmaker/Balance/Balance_Spell_Barrelmaker,SPELL ENHANCEMENT,2,3,0.7,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_StatusDamage_Unique,,
Barrelmaker,,Named Spell,/Game/Gear/SpellMods/_Unique/Barrelmaker/Balance/Balance_Spell_Barrelmaker,SPELL ENHANCEMENT,2,3,0.5,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_StatusDamage_Unique,,
Barrelmaker,,Named Spell,/Game/Gear/SpellMods/_Unique/Barrelmaker/Balance/Balance_Spell_Barrelmaker,SPELL ENHANCEMENT,2,3,0.5,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_SpellCharges_Unique,,
Barrelmaker,,Named Spell,/Game/Gear/SpellMods/_Unique/Barrelmaker/Balance/Balance_Spell_Barrelmaker,SPELL ENHANCEMENT,2,3,0.5,/Game/Gear/SpellMods/_Shared/_Design/Parts/SpellEnhancement/UniqueEnhancements/Part_SM_Enh_SpellCharges_Unique,,
